,prediction
3300024972_2,facultative
3300024218_6,facultative
3300014789_7,facultative
3300024280_9,facultative
3300012178_13,facultative
3300029519_17,anaerobe
3300025530_27,facultative
3300029619_22,facultative
3300013833_7,facultative
3300014535_11,facultative
3300025545_30,facultative
3300029236_9,facultative
3300026131_4,facultative
3300011900_5,facultative
3300026279_35,aerobe
3300029814_17,facultative
3300013136_142,facultative
3300014925_2,facultative
3300012889_55,facultative
3300010160_59,facultative
3300011472_2,facultative
3300029578_28,facultative
3300008301_4,facultative
3300022842_16,facultative
3300008063_16,facultative
3300008077_25,facultative
3300008486_37,facultative
3300027863_200,anaerobe
3300000977_16,facultative
3300029758_27,facultative
3300029590_15,facultative
3300029372_11,facultative
3300025882_66,facultative
3300029359_18,facultative
3300009343_6,facultative
3300014149_8,facultative
3300011762_4,facultative
3300027815_94,facultative
3300012178_21,facultative
3300027879_9,facultative
3300025818_14,facultative
3300021310_21,facultative
3300010312_6,facultative
3300029331_26,facultative
3300006743_7,facultative
3300000225_10,facultative
3300012449_1,facultative
2030936005_4,facultative
3300029220_14,facultative
3300013000_12,facultative
3300029772_18,facultative
3300025109_6,facultative
3300008408_13,facultative
3300025709_23,facultative
3300013493_2,facultative
3300008551_25,facultative
3300008337_10,facultative
3300009769_7,facultative
3300011589_1,facultative
3300008746_9,facultative
3300008142_28,facultative
3300017816_19,facultative
3300006748_8,facultative
3300029744_16,facultative
3300028161_11,facultative
3300000352_1,facultative
3300026957_4,facultative
3300000362_6,facultative
3300028976_3,facultative
3300009343_5,facultative
3300025697_30,facultative
3300021498_7,facultative
3300013131_110,aerobe
3300010294_10,facultative
3300027863_128,facultative
3300006723_1,facultative
3300029219_15,facultative
3300027754_10,facultative
3300027825_25,facultative
3300000236_4,facultative
3300013005_124,facultative
3300013219_1,facultative
3300029465_11,anaerobe
3300029614_15,facultative
3300000145_9,facultative
3300025748_69,facultative
3300011878_3,facultative
3300012834_4,facultative
3300013880_4,facultative
3300018065_15,facultative
3300029623_7,facultative
3300019375_12,facultative
3300027770_29,facultative
3300029885_18,facultative
3300007361_39,facultative
3300007107_13,facultative
3300026087_36,facultative
3300010162_75,facultative
3300025871_60,facultative
3300008360_31,facultative
3300020418_11,facultative
3300029712_24,facultative
3300008639_13,facultative
3300027886_7,facultative
3300008326_20,facultative
3300020196_22,facultative
3300002170_63,facultative
3300027640_33,facultative
3300029884_7,facultative
3300017419_50,facultative
3300025471_27,facultative
3300014956_4,facultative
3300020435_5,facultative
3300008728_17,facultative
3300027687_28,facultative
3300027592_52,facultative
3300018020_37,facultative
3300026472_10,facultative
3300026259_27,facultative
3300014060_15,facultative
3300021561_52,facultative
3300007802_13,facultative
3300025493_4,facultative
3300008680_6,facultative
3300015163_1,facultative
3300008728_16,facultative
3300028580_11,facultative
3300029360_40,facultative
3300024903_3,facultative
3300013138_152,facultative
3300025720_20,facultative
3300006292_33,facultative
3300013004_45,facultative
3300025686_7,facultative
3300029310_21,facultative
3300007979_21,facultative
3300011389_2,facultative
3300027749_40,facultative
3300011769_3,facultative
3300001989_3,facultative
3300021185_35,facultative
3300020277_10,facultative
3300029821_25,facultative
3300029465_10,facultative
3300008271_30,facultative
3300017451_4,facultative
3300025452_10,facultative
3300027796_41,facultative
3300029104_10,facultative
3300006458_18,facultative
3300007368_46,aerobe
3300009767_41,facultative
3300008096_44,facultative
3300029442_11,facultative
3300006261_10,facultative
3300027292_3,facultative
3300021561_72,facultative
3300020373_35,facultative
3300009095_93,facultative
3300025816_26,facultative
3300029828_31,facultative
3300025249_2,facultative
3300029237_8,facultative
3300008714_10,facultative
3300027977_32,facultative
3300027819_155,facultative
3300005460_60,facultative
3300011454_1,facultative
3300010167_131,facultative
3300029103_8,facultative
3300020137_8,facultative
3300027773_37,facultative
3300027510_64,anaerobe
3300028484_6,facultative
3300014493_12,facultative
3300006253_23,facultative
3300029761_14,facultative
3300008499_9,facultative
3300000499_5,facultative
3300029745_24,facultative
3300009779_33,facultative
3300020473_8,facultative
3300014205_84,facultative
3300012032_5,facultative
3300006565_6,facultative
3300011207_2,facultative
3300012601_1,facultative
3300025859_17,facultative
3300017565_12,facultative
3300025226_9,facultative
3300024514_4,facultative
3300029426_13,facultative
3300008541_8,facultative
3300027870_32,facultative
3300013286_1,facultative
3300012128_4,facultative
3300005068_14,anaerobe
3300001683_19,facultative
3300008147_14,facultative
3300012662_6,facultative
3300026119_14,facultative
3300007976_21,facultative
3300011950_1,facultative
3300029204_20,facultative
3300002821_24,facultative
3300009566_25,facultative
3300020052_30,facultative
3300012799_3,facultative
3300013006_30,facultative
3300029874_24,facultative
3300029549_29,facultative
3300025872_19,facultative
3300014728_5,facultative
3300029592_10,facultative
3300004628_33,facultative
3300024915_3,facultative
3300024941_2,facultative
3300020138_3,facultative
3300008102_17,facultative
3300022912_17,facultative
3300008480_21,facultative
3300012806_2,facultative
3300025623_28,facultative
3300020213_31,facultative
3300025530_23,facultative
3300025027_2,facultative
2166559024_8,anaerobe
3300010273_29,facultative
3300029615_22,facultative
3300010396_44,facultative
3300014037_31,facultative
3300025584_33,facultative
3300000839_41,facultative
3300029823_8,facultative
3300029820_17,facultative
3300008130_28,facultative
3300017957_50,facultative
3300011572_1,facultative
3300026969_9,facultative
3300008124_1,facultative
3300027832_66,facultative
3300025682_34,facultative
3300008611_11,facultative
3300017444_148,facultative
3300007194_24,facultative
3300028629_4,facultative
3300006249_25,facultative
3300027904_32,facultative
3300012974_32,facultative
3300028485_8,facultative
3300023235_6,facultative
3300013130_52,facultative
3300026271_8,facultative
3300028601_70,facultative
3300013127_42,facultative
3300012268_4,facultative
3300002168_85,facultative
3300029709_15,facultative
3300024905_4,facultative
3300020186_59,facultative
3300000866_8,facultative
3300027284_5,facultative
3300029562_21,facultative
3300012943_53,facultative
3300009083_117,facultative
3300006745_4,facultative
3300029476_11,facultative
3300027832_18,facultative
3300026874_8,facultative
3300008299_9,facultative
3300007360_20,facultative
3300027491_4,facultative
3300025702_53,facultative
3300010049_93,facultative
3300024344_6,aerobe
3300022227_54,facultative
3300025775_16,facultative
3300014024_9,facultative
3300005286_56,facultative
3300027015_4,facultative
3300029770_36,facultative
3300025393_15,facultative
3300027276_4,facultative
3300027777_19,facultative
3300020731_8,facultative
3300027503_13,facultative
3300026087_12,facultative
3300029106_16,facultative
3300029789_18,facultative
3300027965_51,facultative
3300007100_7,facultative
3300005275_16,facultative
3300025762_65,facultative
3300029127_3,facultative
3300019376_10,facultative
3300007638_11,facultative
3300014539_9,facultative
3300011592_3,facultative
3300028114_26,facultative
3300027965_11,facultative
3300018423_39,facultative
3300027387_11,aerobe
3300027863_168,facultative
3300028274_9,facultative
3300007124_6,facultative
3300024423_2,facultative
3300013138_175,facultative
3300008521_8,facultative
3300029350_14,facultative
3300008744_19,facultative
3300017453_23,facultative
3300020269_6,facultative
3300025910_56,facultative
3300001782_32,facultative
3300008638_21,facultative
3300029878_13,facultative
3300026280_17,facultative
3300022851_7,facultative
3300025856_32,facultative
3300027145_10,facultative
3300007669_3,facultative
3300025209_2,facultative
3300009540_24,facultative
3300005062_5,facultative
3300029612_29,facultative
3300029621_20,facultative
3300006743_1,facultative
3300014009_3,facultative
3300012816_11,facultative
3300000172_5,facultative
3300027349_3,facultative
3300004097_52,facultative
3300029203_5,facultative
3300020444_15,facultative
3300027229_3,facultative
3300013122_20,facultative
3300003272_10,facultative
3300029437_23,facultative
3300010282_18,facultative
3300008161_3,facultative
3300025727_20,facultative
3300025565_10,facultative
3300029046_16,facultative
3300025684_38,facultative
3300029380_18,facultative
3300008420_13,facultative
3300029057_9,facultative
3300027211_4,facultative
3300021093_79,facultative
3300014514_2,facultative
3300012880_18,facultative
3300011137_2,facultative
3300010287_12,facultative
3300025720_47,facultative
3300007347_13,facultative
3300029710_22,facultative
3300020222_26,facultative
3300029397_6,facultative
3300029715_31,facultative
3300025220_11,facultative
3300025737_65,facultative
3300008143_20,facultative
3300011824_2,facultative
3300010373_56,facultative
3300027796_29,facultative
3300008622_11,facultative
3300027815_55,facultative
3300008159_14,facultative
3300017494_33,facultative
3300014037_39,aerobe
3300027295_3,facultative
3300028400_56,facultative
3300025681_19,facultative
3300020428_11,facultative
3300028624_19,facultative
3300011169_2,facultative
3300029197_7,facultative
3300026025_1,facultative
3300014009_1,facultative
3300018878_118,facultative
3300026969_6,facultative
3300008136_21,facultative
3300027685_13,facultative
3300023177_23,facultative
3300025536_1,facultative
3300026250_46,facultative
3300007210_21,facultative
3300029256_13,facultative
3300029432_28,facultative
3300008756_14,facultative
3300021326_38,facultative
3300008682_21,facultative
3300027690_14,facultative
3300025044_2,facultative
3300011752_3,facultative
3300027160_4,facultative
3300007360_16,facultative
3300000228_23,facultative
3300007566_14,facultative
3300020603_46,facultative
3300028534_11,facultative
3300027822_35,facultative
3300020190_54,facultative
3300029522_26,facultative
3300025619_8,facultative
3300026843_1,facultative
3300027782_6,facultative
3300027796_43,facultative
3300013129_112,facultative
3300002544_9,facultative
3300007666_22,facultative
3300014824_24,facultative
3300015048_1,facultative
3300014788_5,facultative
3300025711_9,facultative
3300020362_10,facultative
3300014958_5,facultative
3300012887_3,facultative
3300025040_3,facultative
3300029796_12,facultative
3300029201_10,facultative
3300007804_6,facultative
3300010299_23,facultative
3300006479_20,facultative
3300029794_27,facultative
3300029845_31,facultative
3300002247_1,facultative
3300017989_65,facultative
3300027835_30,facultative
3300029732_24,facultative
3300029313_11,facultative
3300021471_32,facultative
3300020074_47,facultative
3300012223_1,facultative
3300027673_12,facultative
3300027847_80,facultative
3300022660_141,facultative
3300012844_6,facultative
3300029410_13,facultative
3300014913_21,facultative
3300020384_25,facultative
3300029121_12,facultative
3300027344_7,facultative
3300007076_18,facultative
3300011505_1,facultative
3300020221_64,facultative
3300026982_1,facultative
3300008640_27,facultative
3300012274_4,facultative
3300009556_6,facultative
3300025874_32,facultative
3300013258_1,facultative
3300027797_13,facultative
3300018423_49,facultative
3300029844_31,facultative
3300025861_31,anaerobe
3300011518_1,facultative
3300014025_27,facultative
3300010287_36,facultative
3300029021_16,facultative
3300012830_3,facultative
3300026156_16,facultative
3300014950_5,facultative
3300008333_14,facultative
3300007519_51,facultative
2100351010_1,facultative
3300007659_5,facultative
3300020451_4,facultative
3300023301_6,facultative
3300011772_1,facultative
3300027983_23,facultative
3300010158_12,facultative
3300017650_14,facultative
3300026522_59,facultative
3300028640_31,facultative
3300012825_3,facultative
3300029895_5,facultative
3300027864_62,facultative
3300007991_8,facultative
3300021122_3,facultative
3300010049_66,facultative
3300025720_27,facultative
3300026980_4,facultative
3300008679_13,facultative
3300022181_6,facultative
3300012940_28,facultative
3300029760_22,facultative
3300011918_9,facultative
3300014564_12,facultative
3300027902_41,facultative
3300006747_10,facultative
3300025677_44,facultative
3300027709_12,facultative
3300012178_9,facultative
3300009083_71,facultative
3300014529_7,facultative
